,Name,Park,Location,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force,Layout,Manufacturer
9217,Sky Swirl,Lewa Adventure,"Jingyang, Xianyang, Shaanxi, China",Defunct,3.0,49.7,,,,,,Beijing Shibaolai Amusement Equipment
9218,Take Off,Hannibal Park,"Sousse, Sousse, Tunisia",Defunct,,,,,,,Oval,SBF Visa Group
9219,Wacky Worm,Craig Tara Holiday Park,"Ayr, South Ayrshire, Scotland, United Kingdom",Defunct,,,,,,,Big Apple / Wacky Worm,Fajume
9220,Wood Express,Parc Saint Paul,"Saint-Paul, Hauts-de-France, France",Operating,,38.2,50.0,48.8,1588.0,,,Gravitykraft Corporation
9221,Tibidabo Express,Tibidabo,"Barcelona, Barcelona, Catalonia, Spain",Operating,,,,,,,,Zamperla
9222,Behemoth,Canada's Wonderland,"Vaughan, Ontario, Canada",Operating,,77.0,230.0,,5318.0,,,Bolliger & Mabillard
9223,Atlantis Adventure,Lotte World,"Jamsil-Dong, Songpa-Gu, Seoul, South Korea",Operating,,46.6,72.2,,2198.1,3.8,,Intamin Amusement Rides
9224,Wervelwind,Bobbejaanland,"Lichtaart, Antwerp, Flemish Region, Belgium",Defunct,2.0,37.3,64.0,,1148.3,,,Vekoma
9225,Wildcat,Funland Amusement Park,"North Little Rock, Arkansas, United States",Operating,,,,,,,,Williams Amusement Device Company
9226,Los Simpson,Holiday World - Wooland Fun Park,"Maspalomas, Las Palmas, Canary Islands, Spain",Defunct,,,,,,,Oval,
9227,Dvergbanen,TusenFryd,"Oppegård, Akershus, Norway",Operating,,3.7,8.2,,85.3,,Oval,SBF Visa Group
9228,Train Type Spin Trochlear,Great Xingdong Tourist World,"Puding, Anshun, Guizhou, China",Operating,,,,,,,,Golden Horse
9229,Dragon,Bowcraft Playland,"Scotch Plains, New Jersey, United States",Defunct,,,,,,,Twin Helix,Wisdom Rides
9230,Master Thai,Mirabilandia,"Savio, Emilia-Romagna, Italy",Operating,,,,,,,,Preston & Barbieri
9231,Georgia Scorcher,Six Flags Over Georgia,"Austell, Georgia, United States",Operating,2.0,54.0,107.0,101.0,3000.0,4.0,,Bolliger & Mabillard
9232,Corkscrew,Nagashima Spa Land,"Nagashima, Kuwana, Mie, Japan",Defunct,2.0,,,,1279.5,,,Arrow Dynamics
9233,Steel Force,Dorney Park & Wildwater Kingdom,"Allentown, Pennsylvania, United States",Operating,,75.0,200.0,205.0,5600.0,,,Morgan
9234,Ottovolante,Greenland,"Limbiate, Lombardy, Italy",SBNO,,,,,,,Zyklon / Galaxi,S.D.C.
9235,Coccinelle,Walibi Sud-Ouest,"Roquefort, Nouvelle-Aquitaine, France",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
9236,Dragon Coaster,Castle Fun Center,"Chester, New York, United States",Operating,,,,,,,Single Helix (center),E&F Miler Industries
9237,Viper,Barry Island Pleasure Park,"Barry Island, Vale of Glamorgan, Wales, United Kingdom",Defunct,,,,,,,Zyklon / Galaxi,Interpark
9238,Karacho,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,4.0,55.9,98.4,,2296.6,,,Gerstlauer Amusement Rides GmbH
9239,Gatlinburg Mountain Coaster,Gatlinburg Mountain Coaster,"Gatlinburg, Tennessee, United States",Operating,,,,,2500.0,,,Wiegand
9240,Montanha Russa,Fantasy Place,"São Paulo, São Paulo, Brazil",Defunct,,,,,,,,Vekoma
9241,Spinning Surfboat,Chuanlord Holiday Manor,"Shunde, Foshan, Guangdong, China",Operating,,,,,,,Oval,"Jingbei Amusement Equipment Co., Ltd."
9242,Lightning,Kuwait Entertainment City,"North West Al-Sulaibikhat, Al Asimah, Kuwait",SBNO,5.0,,111.0,,2562.0,,,Bolliger & Mabillard
9243,Comet,Funway Amusement Park,"Fort Walton Beach, Florida, United States",Defunct,,,45.0,,,,,"Philadelphia Toboggan Coasters, Inc."
9244,Kolejka Górska,Jurajski Park Dinozaurów,"Wasilków, Podlaskie, Poland",In Storage,,,,,,,Oval,
9245,Magic Mountain,New Jesolandia,"Jesolo, Veneto, Italy",Operating,,,,,,,,S.D.C.
9246,Jungle Flying Squirrel,Qixing Square Amusement Park,"Qingyunpu, Nanchang, Jiangxi, China",Operating,,,,,,,Jungle Mouse,Guangdong Zhongshan Kangle Entertainment Co. Ltd
9247,EuroLoop,Europark,"Vias, Occitanie, France",Operating,4.0,40.4,98.4,,,,,Vekoma
9248,Super Coaster,Akiyoshidai Safari Land,"Mito, Mine, Yamaguchi, Japan",Operating,,,,,,,,Ikeda Works
9249,Alpine Coaster,Terme di Boario,"Darfo Boario Terme, Lombardy, Italy",Operating,,,,,,,,Wiegand
9250,Big Apple,EsselWorld,"Gorai Village, Maharashtra, India",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
9251,Crazy Toboggan,Solnechnaya Dolina,"Minsk, Minsk, Belarus",SBNO,,,,,918.7,,,Wiegand
9252,Ice Mountain Bobsled,Enchanted Forest,"Turner, Oregon, United States",Operating,,,,,1600.0,,Terrain,Ascot Design
9253,Coast Rider,Knott's Berry Farm,"Buena Park, California, United States",Operating,,,52.0,,1339.0,,Wild Mouse,Mack Rides GmbH & Co KG
9254,Impulse,Knoebels Amusement Park & Resort,"Elysburg, Pennsylvania, United States",Operating,4.0,55.0,98.0,,1975.0,,,Zierer
9255,Dragon Wagon,Casino Pier,"Seaside Heights, New Jersey, United States",Defunct,,,,,,,,Wisdom Rides
9256,Coccinelle,Walibi Rhône-Alpes,"Les Avenières, Auvergne-Rhône-Alpes, France",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
9257,Sommerrodelbahn,Wippraer Rodelbahn,"Wippra, Saxony-Anhalt, Germany",Operating,,,,,1968.5,,,Wiegand
9258,Vapor Trail,Sesame Place,"Langhorne, Pennsylvania, United States",Operating,,27.0,43.0,56.0,1300.0,,,Vekoma
9259,Roller Coaster,Galaxy Park,"Amman, Amman, Jordan",Operating,1.0,,,,,,,I.E. Park
9260,Back at the Barnyard Hayride,Nickelodeon Universe,"Bloomington, Minnesota, United States",Operating,,,,,,,,Zamperla
9261,Scream'n Eagle,Fun Spot America Atlanta,"Fayetteville, Georgia, United States",Operating,,35.0,38.0,,900.0,,,E&F Miler Industries
9262,Souris Verte,Parc Saint Paul,"Saint-Paul, Hauts-de-France, France",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Zamperla
9263,Nemesis Inferno,Thorpe Park,"Chertsey, Surrey, England, United Kingdom",Operating,4.0,47.8,95.2,,2460.7,4.5,,Bolliger & Mabillard
9264,Train Glide On Air,Bao Son Paradise Park,"Hoài Đức, Hà Nội, Vietnam",Defunct,,,,,,,,
9265,Boomerang,Six Flags Mexico,"Mexico City, Mexico",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
9266,Sierra Tonante,Mirabilandia,"Savio, Emilia-Romagna, Italy",Defunct,,62.1,114.8,,3280.8,4.0,,
9267,Jungle Flying Squirrel,Fun Street,"Donghu, Nanchang, Jiangxi, China",Operating,,,,,,,,Guangdong Zhongshan Kangle Entertainment Co. Ltd
9268,Goliath,Six Flags Fiesta Texas,"San Antonio, Texas, United States",Operating,5.0,50.0,105.0,80.0,2693.0,,,Bolliger & Mabillard
9269,Butterfly,Mc-Play Kinderland,"Freudenberg, North Rhine-Westphalia, Germany",Operating,,,,,,,U Shuttle,Sunkid Heege GmbH
9270,Tigre de Sibérie,Le Pal,"Dompierre Sur Besbre, Auvergne-Rhône-Alpes, France",Operating,,24.9,42.7,,1181.1,,Figure Eight,Reverchon
9271,Greased Lightnin',California's Great America,"Santa Clara, California, United States",Defunct,1.0,57.0,137.8,,863.0,,Shuttle Loop,Schwarzkopf
9272,Bobster,Takakonuma Greenland,"Date, Fukushima, Japan",Defunct,,,,,,,,Togo
9273,Objectif Mars,Futuroscope,"Chasseneuil-du-Poitou, Nouvelle-Aquitaine, France",Under Construction,,34.2,,,,,,Intamin Amusement Rides
9274,Barnstormer,Walt Disney World - Magic Kingdom,"Lake Buena Vista, Florida, United States",Operating,,25.0,30.0,,,,,Vekoma
9275,Montaña Rusa,Parque Del Café,"Montenegro, Quindio, Colombia",Operating,,41.2,56.8,,2583.0,2.1,,Schwarzkopf
9276,Zaturn,Space World,"Yahata Higashi, Kitakyushu, Fukuoka, Japan",Defunct,,80.3,205.3,197.6,1313.3,5.0,,Intamin Amusement Rides
9277,Butterfly,Erlebnispark Steinau,"Steinau an der Straße, Hesse, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9278,Dubai Drone,VR Park Dubai,"Dubai, Dubai, United Arab Emirates",Operating,,,44.4,,1246.8,,,Gerstlauer Amusement Rides GmbH
9279,Half Pipe,Elitch Gardens,"Denver, Colorado, United States",Operating,,43.5,98.4,,229.7,4.5,U Shuttle,Intamin Amusement Rides
9280,Family Coaster,Danga Bay Theme Park,"Johor Bahru, Johor, Malaysia",Operating,,,,,,,,
9281,Shark Trip,Atatürk Parkı,"Antalya, Antalya, Turkey",Operating,,,,,,,Twin Helix,SBF Visa Group
9282,New Roller Coaster,New MetroLand,"Gateshead, Tyne and Wear, England, United Kingdom",Defunct,,26.8,48.3,,1194.3,,,Zierer
9283,Marble Madness,Pleasurewood Hills,"Lowestoft, Suffolk, England, United Kingdom",Operating,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
9284,Pacific Fruit Express,Happy Hollow Park and Zoo,"San Jose, California, United States",Operating,,,,,,,,E&F Miler Industries
9285,Super Dragon,Republica de los Niños,"La Plata, Buenos Aires, Argentina",Defunct,,,,,,,Big Apple / Wacky Worm,Pinfari
9286,Whistle Punk Chaser,Dollywood,"Pigeon Forge, Tennessee, United States",Operating,,,,,,,Single Helix (center),Zamperla
9287,Jet Coaster,Rakutenchi,"Beppu, Ōita, Japan",Operating,,31.1,49.3,,1476.4,,,Meisho Amusement Machines
9288,Butterfly,Sport+Freizeitzentrum Hohenbogen,"Neukirchen beim Heiligen Blut, Bavaria, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9289,Tidal Wave,Jenkinson's Boardwalk,"Point Pleasant Beach, New Jersey, United States",Operating,,11.2,20.0,,393.7,,,SBF Visa Group
9290,Loop Corkscrew,Rocky Point Park,"Warwick, Rhode Island, United States",Defunct,3.0,,,64.0,,,,Arrow Dynamics
9291,Fruit Worm Coaster,Nanhu Park,"Qingxiu, Nanning, Guangxi, China",Operating,,,,,,,,
9292,Screaming Condor,Leofoo Village Theme Park,"Guanxi, Hsinchu, Taiwan",Operating,,65.0,185.0,,630.0,,U Shuttle,Intamin Amusement Rides
9293,Butterfly,Wild- und Freizeitpark Willingen,"Willingen, Hesse, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9294,Ziggy's Blast Quest,The Milky Way Adventure Park,"Bideford, Devon, England, United Kingdom",Operating,,,,,,,,Caripro
9295,Space Fantasy The Ride,Universal Studios Japan,"Konohana, Osaka, Osaka, Japan",Operating,,,62.3,,1919.3,,,Mack Rides GmbH & Co KG
9296,Gusanito,Parque de Diversiones Quiqueland,"Mexquitic de Carmona, San Luis Potosí, Mexico",Operating,,,,,,,Oval,
9297,Toboggan,Trimper's Rides,"Ocean City, Maryland, United States",Defunct,,,45.0,,450.0,,,Chance Rides
9298,Butterfly,Tierpark Nadermann,"Schöning, North Rhine-Westphalia, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9299,Swamp Thing,Wild Adventures,"Valdosta, Georgia, United States",Operating,,26.0,48.6,,1122.1,2.2,,Vekoma
9300,Butterfly,Erlebnistierpark Memleben,"Memleben, Saxony-Anhalt, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
9301,Road Runner Express,Six Flags Magic Mountain,"Valencia, California, United States",Operating,,21.7,27.9,,679.2,,,Vekoma
9302,Screamin' Eagle,Six Flags St. Louis,"Eureka, Missouri, United States",Operating,,62.0,110.0,92.0,3872.0,,,"Philadelphia Toboggan Coasters, Inc."
9303,Lucy's Crabbie Cabbies,California's Great America,"Santa Clara, California, United States",Operating,,,,,,,,E&F Miler Industries
9304,Boderitt,Erlebniswelt Seilbahnen Thale,"Thale, Saxony-Anhalt, Germany",Operating,,,17.4,,1017.1,,,Wiegand
9305,Wild Mouse,Lagoon,"Farmington, Utah, United States",Operating,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
9306,Oedbergflitzer,Oedberg,"Gmund, Bavaria, Germany",Operating,,,,,4757.2,,,Brandauer
9307,Looping Star,Beech Bend,"Bowling Green, Kentucky, United States",Defunct,1.0,,36.1,,1197.5,,,Pinfari
9308,Kwansong Tancha,Mangyongdae Funfair,"Pyongyang, North Korea",Operating,,,,,,,Wild Mouse,Meisho Amusement Machines
9309,Shuttle,Fengling Children's Park,"Qingxiu, Nanning, Guangxi, China",Operating,,,,,,,Single Helix (left),Golden Horse
9310,Velocity,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Operating,,54.0,57.0,,2109.6,,,Vekoma
9311,Karacho,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,4.0,55.9,98.4,,2296.6,,,Gerstlauer Amusement Rides GmbH
9312,Space Coaster,Saltair,"Magna, Utah, United States",Defunct,,,,,,,,
9313,Fujiyama,Fuji-Q Highland,"Fujiyoshida, Yamanashi, Japan",Operating,,80.8,259.2,229.7,6708.7,3.5,,Togo
9314,Alpine-Coaster-Bahn,Gelenau,"Gelenau, Saxony, Germany",Operating,,,,,1902.0,,,Wiegand
9315,Goliath,Six Flags Fiesta Texas,"San Antonio, Texas, United States",Operating,5.0,50.0,105.0,80.0,2693.0,,,Bolliger & Mabillard
9316,Incredible Express,John's Incredible Pizza Company,"Roseville, California, United States",Defunct,,,,,,,Oval,Wisdom Rides
9317,Family Inverted Coaster,Happy Valley,"Chaoyang, Beijing, China",Operating,,30.5,65.6,,1328.8,,,Bolliger & Mabillard
9318,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Virginia, United States",Operating,6.0,67.0,195.0,170.0,3828.0,3.7,,Bolliger & Mabillard
9319,Grand Canyon,Bugok Hawaii,"Geomun, Bugok, Changnyeong, Gyeongsangnam-do, South Korea",Defunct,,,,,,,U Shuttle,Barbieri Rides
9320,Psyclone,Six Flags Magic Mountain,"Valencia, California, United States",Defunct,,50.0,95.0,,,3.0,Cyclone,Dinn Corporation
9321,Cobra's Curse,Busch Gardens Tampa,"Tampa, Florida, United States",Operating,,40.0,70.0,,2100.0,,,Mack Rides GmbH & Co KG
9322,Blizzard,Lucky Star Park,"Aradippou, Larnaca, Cyprus",SBNO,,22.4,24.0,,721.0,,,Cavazza Diego
9323,Maskerade,Wiener Prater,"Vienna, Vienna, Austria",Operating,,25.5,32.8,,774.3,2.8,,Gerstlauer Amusement Rides GmbH
9324,Jungle Mouse,Langfang Children's Paradise,"Langfang, Hebei, China",SBNO,,,,,,,Jungle Mouse,
9325,Spinning Coaster,Hunan Martyr's Park,"Kaifu, Changsha, Hunan, China",Defunct,,,,,,,Wild Mouse,Golden Horse
9326,Twin Looper,American Adventure Theme Park,"Ilkeston, Derbyshire, England, United Kingdom",Defunct,2.0,,,,,,,Soquet
9327,Galaxi,Ankara Luna Park,"Ankara, Ankara, Turkey",Operating,,,,,,,Zyklon / Galaxi,S.D.C.
9328,Inferno Mountain Coaster,Purgatory Resort,"Durango, Colorado, United States",Operating,,25.0,,,4000.0,,,Aquatic Development Group
9329,Candy Cane Coaster,Santa's Workshop,"Cascade, Colorado, United States",Operating,,,,,,,Oval,Molina & Son's
9330,Montanita,Juegos Mecánicos Calima,"Cali, Valle del Cauca, Colombia",Operating,,,,,,,Oval,
9331,Stunning Roller Coaster,Shengming Universal City,"Yubei, Chongqing, China",Operating,1.0,,58.7,,1286.1,,,Golden Horse
9332,Woodstock Express,Kings Dominion,"Doswell, Virginia, United States",Operating,,35.0,35.0,,1385.0,,,"Philadelphia Toboggan Coasters, Inc."
9333,Scream Valley Train,Lewa Adventure,"Jingyang, Xianyang, Shaanxi, China",Operating,3.0,,,,,,,Beijing Shibaolai Amusement Equipment
9334,Abandon Mine,Uncle Bernie's Theme Park,"Fort Lauderdale, Florida, United States",Operating,,,,,,,,Molina & Son's
9335,Cobra,Oasis Lanes & Amusement Center,"El Paso, Texas, United States",Defunct,,,20.0,,,,,Wisdom Rides
9336,Jungle Rally,Djurs Sommerland,"Nimtofte, Midtjylland, Denmark",Operating,,,,,,,,Zierer
9337,Jungle Mouse,Hamanako Pal Pal,"Hamamatsu, Shizuoka, Japan",Operating,,,,,,,Jungle Mouse,"Sansei Yusoki Co., Ltd."
9338,Little Worm Train,Guangzhou Zoological Garden,"Yuexiu, Guangzhou, Guangdong, China",Operating,,,,,,,,"Zhongshan Playground Equipment Engineering Co., Ltd."
9339,Ninja,Six Flags St. Louis,"Eureka, Missouri, United States",Operating,4.0,54.7,108.3,,2430.0,,,Vekoma
9340,Linear Gale,Tokyo Dome City,"Bunkyo, Tokyo, Japan",Defunct,,,,,,,U Shuttle,Intamin Amusement Rides
9341,Roller Coaster,Shenyang Botanical Garden,"Dongling, Shenyang, Liaoning, China",Operating,4.0,49.7,108.3,95.2,2624.7,,,Beijing Shibaolai Amusement Equipment
9342,Twister,Gröna Lund,"Stockholm, Stockholm, Sweden",Operating,,38.0,51.0,46.0,1544.0,3.0,,Gravitykraft Corporation
9343,Familie Achtbaan,Familiepretpark Mini Mundi,"Middelburg, Zealand, Netherlands",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
9344,Montanha Russa,Parque de Diversão Barilândia,"Belford Roxo, Rio De Janeiro, Brazil",Operating,,,,,,,Zyklon / Galaxi,Pinfari
9345,Titan,World Expo Park,"Brisbane, Queensland, Australia",Defunct,3.0,47.0,116.5,,935.0,5.2,,Vekoma
9346,Whirlwind,Camelot Theme Park,"Chorley, Lancashire, England, United Kingdom",Defunct,,37.3,50.8,,1391.1,,,Maurer Rides GmbH
9347,Spinning Coaster,Weibin Park,"Qindu, Xianyang, Shaanxi, China",Operating,,,,,,,Wild Mouse,New Horse
9348,Silver Star,Europa Park,"Rust, Baden Wuerttemberg, Germany",Operating,,78.9,239.5,219.8,5315.0,4.0,Out and Back,Bolliger & Mabillard
9349,Gold Mine Train,Happy World,"Lianjiang, Fuzhou, Fujian, China",Operating,,,,,,,,Golden Horse
9350,Crazy Skaters,Shengming Universal City,"Yubei, Chongqing, China",Operating,,,,,,,,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
9351,Indiana Jones et le Temple du Péril,Disneyland Paris - Disneyland Park,"Marne la Vallée, Île-de-France, France",Operating,1.0,,,,1968.5,,,Intamin Amusement Rides
9352,Predator,IMG Worlds of Adventure,"Dubai, Dubai, United Arab Emirates",Operating,3.0,43.5,72.2,,1184.4,4.5,,Gerstlauer Amusement Rides GmbH
9353,Back at the Barnyard Hayride,Nickelodeon Universe,"Bloomington, Minnesota, United States",Operating,,,,,,,,Zamperla
9354,Crazy Mouse,Carousel Park Adventure Island,"Bridlington, East Riding of Yorkshire, England, United Kingdom",Defunct,,,28.0,,656.2,,,Interpark
9355,Corkscrew,Rusutsu Resort,"Rusutsu, Abuta, Shiribeshi, Hokkaido, Japan",Operating,2.0,,,,,,,Arrow Dynamics
9356,Wacky Worm,Aventura Park,"Independencia, Lima, Lima Province, Peru",Defunct,,,,,,,Big Apple / Wacky Worm,
9357,Pine Forest Flying Mouse,Shajiao Fort Haibin Park,"Dongguan, Guangdong, China",Defunct,,,,,,,Jungle Mouse,
9358,Roller Coaster,Athens Lions Club Kiddie Carnival,"Athens, Alabama, United States",Operating,,,,,,,,Williams Amusement Device Company
9359,Aconcagua,Parque de la Ciudad,"Buenos Aires, Buenos Aires, Argentina",Defunct,,57.9,118.8,98.4,2463.9,,,Schwarzkopf
9360,Dragon Roller Coaster,Long Gu Wan Dinosaur Park,"Fusui, Chongzuo, Guangxi, China",Operating,4.0,,,,,,,Golden Horse
9361,Meteor,Little Amerricka,"Marshall, Wisconsin, United States",Operating,,,28.0,,900.0,,,"Philadelphia Toboggan Coasters, Inc."
9362,Mini Montaña,Comfaventura,"Pasto, Nariño, Colombia",Operating,,,,,,,Big Apple / Wacky Worm,Interpark
9363,TMNT Shellraiser,Nickelodeon Universe Theme Park,"East Rutherford, New Jersey, United States",Operating,7.0,62.1,141.0,,3280.8,,,Gerstlauer Amusement Rides GmbH
9364,Giant Dipper,Santa Cruz Beach Boardwalk,"Santa Cruz, California, United States",Operating,,55.0,70.0,65.0,2640.0,,,
9365,Dare Devil Dive,Six Flags Over Georgia,"Austell, Georgia, United States",Operating,3.0,52.0,95.0,,2099.0,,,Gerstlauer Amusement Rides GmbH
9366,Timber Terror,Silverwood Theme Park,"Athol, Idaho, United States",Operating,,55.0,85.0,,2700.0,,,"Custom Coasters International, Inc."
9367,Bobsleigh,Nara Dreamland,"Nara, Nara, Japan",Defunct,,,,,,,,"Sansei Yusoki Co., Ltd."
9368,Erlebnis-Rodelbahn Ruhla,Erlebnis-Arena-Ruhla,"Ruhla, Thuringia, Germany",Operating,,,,,2690.3,,,Brandauer
9369,Ultimate,Lightwater Valley,"Ripon, North Yorkshire, England, United Kingdom",Operating,,50.0,107.0,,7442.0,,Terrain,
9370,Roller Coaster in Skies,Green Island Amusement Park,"Tongzhou, Beijing, China",Operating,3.0,,,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
9371,Cyclone,Trier's Park,"Fort Wayne, Indiana, United States",Defunct,,,,,,,Out and Back,
9372,Z40 Roller Coaster,Tir Prince Family Funfair,"Towyn, Gwynedd, Wales, United Kingdom",Defunct,,,,,,,Zyklon / Galaxi,Pinfari
9373,Paradise Fall,Sun World Danang Wonders,"Đà Nẵng, Vietnam",Operating,,36.0,45.9,,1236.8,,,Intamin Amusement Rides
9374,Jungle Mouse,Hamanako Pal Pal,"Hamamatsu, Shizuoka, Japan",Operating,,,,,,,Jungle Mouse,"Sansei Yusoki Co., Ltd."
9375,Boardwalk Bullet,Kemah Boardwalk,"Kemah, Texas, United States",Operating,,51.0,96.0,92.0,3236.0,,,Martin & Vleminckx
9376,Windjammer Surf Racers,Knott's Berry Farm,"Buena Park, California, United States",Defunct,1.0,40.0,69.0,,1851.0,,,Togo
9377,Nighthawk,Carowinds,"Charlotte, North Carolina, United States",Operating,5.0,51.0,115.0,,2766.0,4.3,,Vekoma
9378,Jack Rabbit,Clementon Park,"Clementon, New Jersey, United States",Defunct,,,50.0,,1380.0,,,"Philadelphia Toboggan Coasters, Inc."
9379,Ulat Coaster,Jawa Timur Park 1,"Batu, East Java, Indonesia",Operating,,,,,,,Oval,Golden Horse
9380,Sky Train,Sky Fantasia,"Kowloon, Hong Kong, China",SBNO,,,,,,,,Zamperla
9381,Achterbahn,Ferienzentrum Schloss Dankern,"Haren, Lower Saxony, Germany",Operating,,31.1,45.9,,1148.3,,,abc rides
9382,Mind Eraser,Six Flags Darien Lake,"Darien Center, New York, United States",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
9383,Grand Canyon,Bugok Hawaii,"Geomun, Bugok, Changnyeong, Gyeongsangnam-do, South Korea",Defunct,,,,,,,U Shuttle,Barbieri Rides
9384,Aqualantis,Energylandia,"Zator, Małopolskie, Poland",Under Construction,4.0,62.1,147.6,,,,,Vekoma
9385,Gemini,Cedar Point,"Sandusky, Ohio, United States",Operating,,60.0,125.3,118.0,3935.0,,,Arrow Dynamics
9386,Secret of Sorcerer Forest,Suôí Tiên Park,"District 9, Ho Chi Minh, Vietnam",Operating,,,,,,,,
9387,Camelback Coaster,Gaya Land,"Gimhae, Gyeongsangnam-do, South Korea",Defunct,,,,,,,,Meisho Amusement Machines
9388,Ultra Coaster,Marah Land Sabahiya,"South Sabahiya, Al Ahmadi, Kuwait",Defunct,3.0,,105.0,,,,,Togo
9389,Spinning Coaster,Hunan Martyr's Park,"Kaifu, Changsha, Hunan, China",Defunct,,,,,,,Wild Mouse,Golden Horse
9390,Primeval Whirl,Walt Disney World - Disney's Animal Kingdom,"Lake Buena Vista, Florida, United States",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
9391,Jet Coaster,Himeji Tegarayama Amusement Park,"Himeji, Hyōgo, Japan",Defunct,,,,,,,,Ikeda Works
